cust_id;acct_nbr;minimum_balance;per_check_fee;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
1362663;13626632;100;0.15;Y ;21.10.1992;NULL;246.42;92.92
1363090;13630902;200;0.15;Y ;4.7.1995;NULL;304.52;0.00
1362520;13625202;100;0.15;Y ;6.2.1995;NULL;579.16;333.11
1362743;13627432;3000;0.00;Y ;11.4.1995;NULL;2516.33;1736.57
1363458;13634582;100;0.15;Y ;14.6.1992;NULL;285.41;2.5
1363212;13632122;200;0.15;Y ;13.3.1993;NULL;201.12;16.9
1363254;13632542;200;0.15;N ;25.7.1991;14.3.1995;318.71;737.37
1362804;13628042;3000;0.00;Y ;9.11.1987;NULL;8953.35;1315.00
1362703;13627032;3000;0.00;Y ;18.9.1994;NULL;3649.18;107.33
1363334;13633342;100;0.15;Y ;30.4.1993;NULL;150.98;0.22
1362968;13629682;100;0.15;Y ;17.8.1990;NULL;197.54;203.81
1362926;13629262;3000;0.00;Y ;11.7.1994;NULL;4216.03;3.39
1362825;13628252;3000;0.00;N ;10.11.1992;25.7.1995;2767.55;306.26
1363395;13633952;3000;0.00;Y ;26.1.1987;NULL;2555.08;1520.90
1362682;13626822;3000;0.00;Y ;18.7.1994;NULL;4024.65;345.89
1363191;13631912;100;0.15;N ;17.11.1993;12.11.1995;294.95;343.52
1363416;13634162;100;0.15;Y ;1.12.1995;NULL;211.24;5.68
1362783;13627832;200;0.15;N ;10.7.1988;3.6.1995;235.27;916.17
1363008;13630082;3000;0.00;Y ;25.7.1989;NULL;4914.54;23.16
1363252;13632522;200;0.15;Y ;15.12.1994;NULL;225.77;32.18
1363130;13631302;200;0.15;Y ;7.11.1993;NULL;243.61;130.75
1363048;13630482;100;0.15;Y ;20.9.1995;NULL;403.50;274.93
1362722;13627222;3000;0.00;Y ;21.7.1995;NULL;6217.18;696.51
1363109;13631092;200;0.15;Y ;11.10.1993;NULL;2278.58;41.35
1363456;13634562;100;0.15;Y ;11.3.1995;NULL;113.11;1051.46
1362905;13629052;3000;0.00;Y ;2.11.1995;NULL;2711.63;10.18
1362579;13625792;100;0.15;Y ;3.1.1992;NULL;100.84;431.33
1363374;13633742;200;0.15;Y ;16.5.1995;NULL;237.33;0.00
1362844;13628442;100;0.15;Y ;7.10.1994;NULL;1080.30;162.10
1362966;13629662;200;0.15;Y ;6.1.1994;NULL;2299.22;63.32
1363313;13633132;100;0.15;Y ;6.12.1994;NULL;170.09;10.42
1362619;13626192;3000;0.00;Y ;30.11.1994;NULL;4071.26;759.22
1362701;13627012;100;0.15;Y ;22.1.1994;NULL;217.14;223.09
1363088;13630882;100;0.15;Y ;21.1.1991;NULL;180.12;769.47
1363170;13631702;3000;0.00;Y ;13.1.1993;NULL;2737.15;329.36
1363353;13633532;3000;0.00;Y ;23.6.1989;NULL;4993.96;13.96
1363435;13634352;3000;0.00;Y ;29.10.1989;NULL;2606.30;329.74
1362945;13629452;200;0.15;Y ;22.2.1992;NULL;204.67;375.14
1362823;13628232;100;0.15;Y ;22.4.1994;NULL;418.30;7.35
1363414;13634142;3000;0.00;Y ;8.4.1993;NULL;3292.84;2438.22
1362680;13626802;100;0.15;Y ;22.10.1993;NULL;235.29;848.22
1363210;13632102;200;0.15;Y ;5.6.1995;NULL;2042.38;121.53
1363006;13630062;3000;0.00;Y ;5.4.1995;NULL;2760.46;897.68
1363271;13632712;3000;0.00;Y ;25.4.1994;NULL;2725.91;876.19
1363475;13634752;200;0.15;Y ;27.4.1993;NULL;403.91;136.95
1363067;13630672;100;0.15;Y ;26.9.1994;NULL;238.18;0.00
1362598;13625982;3000;0.00;N ;12.5.1992;13.3.1995;6819.83;13.54
1362924;13629242;3000;0.00;Y ;22.8.1992;NULL;2593.78;0.00
1363128;13631282;3000;0.00;Y ;13.10.1992;NULL;4142.57;3422.66
1363393;13633932;200;0.15;Y ;10.6.1994;NULL;203.46;174.05
1362720;13627202;100;0.15;Y ;14.11.1995;NULL;1074.16;216.74
1362516;13625162;3000;0.00;Y ;25.10.1995;NULL;3791.17;3291.88
1362985;13629852;100;0.15;Y ;9.11.1995;NULL;1067.03;65.82
1362781;13627812;100;0.15;Y ;26.8.1995;NULL;420.27;269.82
1363454;13634542;3000;0.00;Y ;10.8.1990;NULL;2503.81;312.45
1363250;13632502;200;0.15;N ;21.9.1991;3.8.1995;657.67;257.48
1362577;13625772;200;0.15;Y ;26.4.1995;NULL;964.33;347.65
1362638;13626382;100;0.15;Y ;18.1.1995;NULL;125.81;0.00
1363046;13630462;3000;0.00;Y ;3.4.1994;NULL;4107.57;520.05
1363107;13631072;100;0.15;N ;17.12.1994;10.2.1995;256.32;28.8
1363311;13633112;3000;0.00;Y ;6.7.1995;NULL;11017.13;968.46
1362964;13629642;200;0.15;Y ;9.10.1991;NULL;2173.35;621.41
1362699;13626992;100;0.15;Y ;21.5.1995;NULL;246.47;600.51
1362760;13627602;3000;0.00;Y ;24.1.1992;NULL;6021.08;6.15
1363168;13631682;3000;0.00;Y ;12.10.1994;NULL;12440.33;67.58
1362821;13628212;3000;0.00;Y ;9.5.1995;NULL;2652.36;994.79
1363433;13634332;3000;0.00;Y ;8.6.1993;NULL;2529.78;1155.25
1362617;13626172;200;0.15;Y ;30.10.1995;NULL;237.72;53.60
1362882;13628822;100;0.15;Y ;16.2.1991;NULL;315.99;4.69
1362657;13626572;100;0.15;Y ;7.6.1989;NULL;148.78;22.1
1363147;13631472;100;0.15;Y ;13.12.1993;NULL;205.58;331.93
1363126;13631262;3000;0.00;Y ;15.7.1995;NULL;8095.47;2541.96
1363208;13632082;100;0.15;Y ;16.5.1995;NULL;100.59;59.37
1363391;13633912;100;0.15;Y ;10.2.1995;NULL;232.72;17.91
1363004;13630042;200;0.15;Y ;20.9.1992;NULL;299.35;644.11
1362636;13626362;3000;0.00;Y ;9.11.1994;NULL;2676.30;19.2
1362718;13627182;200;0.15;Y ;1.4.1995;NULL;692.10;702.56
1362962;13629622;100;0.15;Y ;14.12.1992;NULL;306.17;309.49
1363187;13631872;100;0.15;N ;7.5.1990;24.8.1995;368.70;22.94
1363227;13632272;3000;0.00;Y ;2.12.1995;NULL;2524.76;3342.38
1363452;13634522;200;0.15;Y ;28.1.1995;NULL;326.84;428.70
1363288;13632882;200;0.15;Y ;20.2.1995;NULL;640.62;1393.38
1362697;13626972;3000;0.00;Y ;1.9.1995;NULL;2686.03;11.38
1363084;13630842;3000;0.00;Y ;10.7.1995;NULL;4473.55;1909.09
1362758;13627582;3000;0.00;Y ;3.11.1994;NULL;2578.51;407.32
1363145;13631452;100;0.15;Y ;22.1.1995;NULL;186.89;168.44
1363492;13634922;100;0.15;Y ;31.12.1991;NULL;1350.61;106.14
1362941;13629412;100;0.15;Y ;12.8.1989;NULL;323.06;4.54
1362737;13627372;100;0.15;Y ;2.4.1994;NULL;690.88;195.13
1363410;13634102;3000;0.00;Y ;30.9.1994;NULL;3584.44;8.13
1363471;13634712;100;0.15;Y ;7.7.1995;NULL;204.13;153.91
1363002;13630022;100;0.15;Y ;9.9.1991;NULL;391.16;1137.89
1362594;13625942;3000;0.00;Y ;29.4.1995;NULL;14213.05;4418.79
1363267;13632672;200;0.15;Y ;30.4.1992;NULL;1088.96;612.74
1363328;13633282;100;0.15;Y ;7.3.1995;NULL;189.43;669.27
1363389;13633892;3000;0.00;Y ;9.8.1993;NULL;2580.12;300.18
1362920;13629202;3000;0.00;Y ;10.2.1995;NULL;2717.13;1297.06
1362512;13625122;3000;0.00;Y ;25.1.1993;NULL;2806.97;1295.93
1363185;13631852;3000;0.00;N ;2.8.1994;22.9.1995;2713.04;867.84
1362981;13629812;100;0.15;Y ;4.9.1995;NULL;178.41;260.03
1362573;13625732;3000;0.00;Y ;16.6.1990;NULL;5292.05;1045.47
1363450;13634502;200;0.15;Y ;3.7.1995;NULL;223.78;210.73
1363164;13631642;100;0.15;Y ;17.4.1988;NULL;315.15;312.13
1363307;13633072;3000;0.00;Y ;25.12.1993;NULL;2763.73;314.27
1363082;13630822;3000;0.00;Y ;24.5.1994;NULL;5042.95;314.35
1363103;13631032;200;0.15;Y ;15.2.1995;NULL;601.02;29.87
1362939;13629392;200;0.15;Y ;15.7.1995;NULL;687.00;1703.20
1363429;13634292;200;0.15;Y ;30.9.1994;NULL;295.27;299.71
1362735;13627352;3000;0.00;Y ;13.8.1995;NULL;2802.42;84.65
1362552;13625522;100;0.15;Y ;24.11.1992;NULL;213.03;7.42
1363469;13634692;100;0.15;Y ;3.11.1995;NULL;112.95;220.22
1362817;13628172;100;0.15;Y ;18.11.1994;NULL;218.20;219.60
1362592;13625922;200;0.15;Y ;1.3.1995;NULL;922.69;343.51
1363286;13632862;3000;0.00;Y ;25.7.1993;NULL;2524.17;51.57
1363326;13633262;100;0.15;Y ;18.7.1995;NULL;949.92;2945.14
1362674;13626742;3000;0.00;Y ;18.4.1995;NULL;2650.19;375.15
1362918;13629182;200;0.15;Y ;16.5.1994;NULL;278.13;142.87
1363408;13634082;100;0.15;N ;12.1.1990;22.3.1995;195.62;30.85
1363387;13633872;100;0.15;Y ;18.9.1990;NULL;176.97;959.60
1362531;13625312;3000;0.00;Y ;5.4.1994;NULL;5717.74;2290.23
1363183;13631832;3000;0.00;Y ;9.8.1993;NULL;6161.04;279.72
1362796;13627962;200;0.15;Y ;6.10.1989;NULL;251.12;254.93
1362632;13626322;3000;0.00;Y ;5.12.1993;NULL;6813.85;39.58
1363265;13632652;3000;0.00;Y ;15.12.1995;NULL;3270.92;805.19
1362897;13628972;100;0.15;Y ;1.8.1995;NULL;152.12;52.33
1362857;13628572;100;0.15;Y ;11.7.1994;NULL;101.40;7.47
1362489;13624892;200;0.15;Y ;19.10.1993;NULL;833.40;125.43
1362653;13626532;200;0.15;Y ;19.12.1992;NULL;580.96;1023.15
1362754;13627542;3000;0.00;Y ;11.1.1990;NULL;2611.38;68.84
1362510;13625102;3000;0.00;Y ;15.5.1993;NULL;2812.23;222.56
1363223;13632232;3000;0.00;Y ;13.6.1992;NULL;4997.67;1839.28
1362979;13629792;200;0.15;Y ;5.12.1990;NULL;254.20;292.07
1362611;13626112;100;0.15;Y ;22.8.1987;NULL;362.81;361.31
1363448;13634482;3000;0.00;N ;3.2.1993;2.11.1995;5540.21;1961.87
1363345;13633452;100;0.15;Y ;11.7.1994;NULL;312.71;2345.06
1362571;13625712;200;0.15;N ;28.4.1991;10.1.1995;257.68;62.94
1362937;13629372;100;0.15;Y ;11.8.1993;NULL;251.19;377.30
1362836;13628362;200;0.15;Y ;20.6.1990;NULL;220.22;7.72
1362590;13625902;3000;0.00;Y ;8.4.1993;NULL;2782.79;1053.25
1363305;13633052;100;0.15;Y ;25.2.1995;NULL;315.42;31.90
1363059;13630592;3000;0.00;Y ;20.1.1995;NULL;3468.86;24.41
1362693;13626932;3000;0.00;Y ;24.3.1995;NULL;2597.86;659.45
1362508;13625082;3000;0.00;Y ;1.10.1989;NULL;2646.20;75.11
1363427;13634272;100;0.15;Y ;11.2.1991;NULL;743.67;809.67
1363242;13632422;100;0.15;N ;18.2.1994;7.5.1995;319.66;936.51
1362815;13628152;3000;0.00;Y ;4.3.1994;NULL;2778.26;816.60
1363038;13630382;100;0.15;Y ;29.7.1995;NULL;517.85;459.03
1363284;13632842;100;0.15;Y ;25.3.1994;NULL;420.57;946.08
1362630;13626302;3000;0.00;Y ;12.3.1991;NULL;2780.05;127.75
1362672;13626722;100;0.15;Y ;18.12.1995;NULL;177.94;669.16
1363364;13633642;100;0.15;Y ;13.3.1995;NULL;1287.08;296.28
1363141;13631412;100;0.15;Y ;17.1.1994;NULL;142.78;563.15
1362529;13625292;200;0.15;N ;8.9.1994;17.8.1995;771.72;1007.92
1362998;13629982;200;0.15;Y ;13.2.1993;NULL;298.78;4.38
1363467;13634672;3000;0.00;Y ;15.1.1995;NULL;4155.98;58.47
1362855;13628552;200;0.15;Y ;2.9.1994;NULL;202.30;1070.87
1363324;13633242;3000;0.00;Y ;25.8.1994;NULL;4010.41;2325.37
1362569;13625692;200;0.15;Y ;6.4.1995;NULL;927.07;46.48
1363303;13633032;3000;0.00;Y ;18.2.1995;NULL;2789.57;39.22
