cust_id;income;age;years_with_bank;nbr_children;gender;marital_status;name_prefix;first_name;last_name;street_nbr;street_name;postal_code;city_name;state_code
1363436;6105;26;5;1;F ;2;        ;Lucy                                                        ;Reddy                                                       ;5172;H                                                           ;38140;Memphis                                 ;TN  
1363089;30500;57;7;2;F ;2;Ms.     ;Ann                                                         ;Johnston                                                    ;7625;35th                                                        ;78738;Austin                                  ;TX  
1362824;69432;58;8;2;F ;2;Ms.     ;Sharon                                                      ;Hills                                                       ;10984;El Paso                                                     ;94174;San Francisco                           ;CA  
1363354;12621;66;6;0;F ;4;        ;Colin                                                       ;Fitzgerald                                                  ;3665;Humble                                                      ;10007;New York City                           ;NY  
1362681;30224;73;3;0;M ;2;        ;Tomoaki                                                     ;Michelson                                                   ;5248;81st                                                        ;92149;San Diego                               ;CA  
1362742;18785;28;7;0;M ;1;        ;Rob                                                         ;Brandon                                                     ;8950;Cactus                                                      ;55411;Minneapolis                             ;MN  
1363150;0;14;6;0;F ;1;        ;Molly                                                       ;Satyanarayan                                                ;5975;Lilac                                                       ;94150;San Francisco                           ;CA  
1363211;44472;47;6;0;F ;1;Ms.     ;Darby                                                       ;Floyd                                                       ;5360;C                                                           ;94187;San Francisco                           ;CA  
1363415;0;16;1;0;F ;1;        ;Rachel                                                      ;Quinn                                                       ;10782;Spring Center                                               ;45275;Cincinnati                              ;OH  
1363068;57612;58;8;2;M ;2;Mr.     ;Jester                                                      ;Pauly                                                       ;11583;Rose                                                        ;60606;Chicago                                 ;IL  
1363007;22437;64;4;0;M ;2;        ;Forrest                                                     ;Flynn                                                       ;8354;Plum                                                        ;78277;San Antonio                             ;TX  
1362925;15077;74;4;0;F ;2;        ;Rita                                                        ;Osterberg                                                   ;4655;Sunrise                                                     ;21214;Baltimore                               ;MD  
1363476;9916;33;3;2;F ;2;        ;Pat                                                         ;Merritt                                                     ;555;32nd                                                        ;43272;Columbus                                ;OH  
1363394;12722;49;9;0;F ;1;Miss    ;Debby                                                       ;Richards                                                    ;10465;Plum                                                        ;90045;Los Angeles                             ;CA  
1363272;22758;30;0;2;F ;2;Ms.     ;Marthe                                                      ;Scott                                                       ;15038;Sixth                                                       ;90110;Los Angeles                             ;CA  
1362782;29579;43;3;0;M ;1;        ;Glenn                                                       ;Orzepowski                                                  ;12217;Lemon                                                       ;94256;Sacramento                              ;CA  
1362864;17612;30;0;3;F ;4;        ;June                                                        ;Mealhouse                                                   ;12437;D                                                           ;10178;New York City                           ;NY  
1363251;18597;19;4;0;M ;1;        ;Earl                                                        ;Hargett                                                     ;5845;Eighth                                                      ;90174;Los Angeles                             ;CA  
1363333;16865;19;4;0;F ;1;        ;Beatrice                                                    ;O'Neil                                                      ;6099;Lima                                                        ;55113;St Paul                                 ;MN  
1363047;14891;43;3;4;M ;2;Mr.     ;Hal                                                         ;Wollmann                                                    ;4864;Westchester                                                 ;73179;Oklahoma City                           ;OK  
1363129;10430;26;5;0;F ;1;Miss    ;Rosemary                                                    ;O'Neill                                                     ;9529;Peach                                                       ;10029;New York City                           ;NY  
1362639;0;14;6;0;F ;1;        ;Lena                                                        ;Koehler                                                     ;14548;2nd                                                         ;92705;Santa Ana                               ;CA  
1362721;7777;18;3;0;F ;1;        ;Alice                                                       ;Ryall                                                       ;8570;Tulip                                                       ;90191;Los Angeles                             ;CA  
1363108;27814;24;3;2;F ;2;        ;Patricia                                                    ;Jacobsen                                                    ;1265;Tenth                                                       ;78734;Austin                                  ;TX  
1362986;41650;30;0;3;M ;3;        ;Gordon                                                      ;McConahay                                                   ;11067;Valley                                                      ;2172;Boston                                  ;MA  
1362904;18891;69;9;0;M ;3;        ;Rodney                                                      ;Carrington                                                  ;1603;Avocado                                                     ;46227;Indianapolis                            ;IN  
1363455;37471;55;5;1;F ;2;        ;Nancy                                                       ;Fernandez                                                   ;3951;A                                                           ;21207;Baltimore                               ;MD  
1362496;0;13;2;0;M ;1;        ;Douglas                                                     ;McMillen                                                    ;2968;Leek                                                        ;77058;Houston                                 ;TX  
1362578;0;17;2;0;F ;1;        ;Lucy                                                        ;Gins                                                        ;3758;Begonia                                                     ;19152;Philadelphia                            ;PA  
1362965;28402;74;4;0;M ;2;Mr.     ;Stewart                                                     ;Bockler                                                     ;16699;35th                                                        ;53268;Milwaukee                               ;WI  
1362843;27303;59;9;1;F ;3;Ms.     ;Teresa                                                      ;Pauly                                                       ;5513;Inspiration                                                 ;2171;Boston                                  ;MA  
1362761;13515;23;2;1;M ;4;        ;Scott                                                       ;Levy                                                        ;8265;F                                                           ;53263;Milwaukee                               ;WI  
1363312;29335;50;0;0;F ;2;        ;Happy                                                       ;Kemper                                                      ;8642;A                                                           ;90135;Los Angeles                             ;CA  
1363230;5940;28;3;1;F ;2;Mrs.    ;Oliva                                                       ;Navarre                                                     ;2599;81st                                                        ;40214;Louisville                              ;KY  
1362700;6195;75;5;0;F ;4;        ;Flora                                                       ;Harrison                                                    ;1538;Old Cliffs                                                  ;92517;Riverside                               ;CA  
1362822;13750;19;1;0;M ;1;        ;Louis                                                       ;Eggerman                                                    ;2778;A                                                           ;60625;Chicago                                 ;IL  
1363169;13113;19;4;0;F ;1;        ;Mary                                                        ;Kaufmann                                                    ;1980;106th                                                       ;60607;Chicago                                 ;IL  
1362618;84120;57;7;0;M ;2;        ;William                                                     ;Levy                                                        ;6226;Cistus                                                      ;85206;Mesa                                    ;AZ  
1363434;41069;57;7;0;M ;1;        ;Roger                                                       ;Dole                                                        ;11217;32nd                                                        ;10149;New York City                           ;NY  
1363087;3400;18;3;0;F ;1;Ms.     ;Carol                                                       ;Garcon                                                      ;6797;Alamo                                                       ;74186;Tulsa                                   ;OK  
1362557;19282;40;0;4;M ;4;        ;Barry                                                       ;Kaufmann                                                    ;2491;Begonia                                                     ;94654;Oakland                                 ;CA  
1363352;5772;18;3;0;M ;1;        ;Simona                                                      ;Seller                                                      ;2815;Kings                                                       ;77086;Houston                                 ;TX  
1363026;49435;44;4;4;M ;2;        ;Vinod                                                       ;Hudson                                                      ;10577;Fern                                                        ;32235;Jacksonville                            ;FL  
1363413;9146;80;0;0;M ;4;        ;Jorge                                                       ;O'Neill                                                     ;3725;30th                                                        ;32284;Jacksonville                            ;FL  
1363495;19639;36;3;3;F ;3;Mrs.    ;Joy                                                         ;Hicks                                                       ;3725;Bear                                                        ;94174;San Francisco                           ;CA  
1363209;32739;59;9;0;F ;1;Miss    ;Marjorie                                                    ;Freeman                                                     ;3645;Ninth                                                       ;48208;Detroit                                 ;MI  
1363291;34855;40;0;2;M ;4;Mr.     ;Pat                                                         ;Pauly                                                       ;8262;Elm                                                         ;76160;Fort Worth                              ;TX  
1362801;12485;24;3;2;M ;4;        ;Sri                                                         ;McMillen                                                    ;7709;Shamrock                                                    ;30359;Atlanta                                 ;GA  
1362883;12403;31;1;3;M ;2;        ;Lee                                                         ;Osterberg                                                   ;9536;Westchester                                                 ;60632;Chicago                                 ;IL  
1363270;0;16;1;0;M ;1;        ;Irv                                                         ;Carpenter                                                   ;8856;35th                                                        ;77105;Houston                                 ;TX  
1363148;32551;47;7;5;M ;2;        ;Arthur                                                      ;Satyanarayan                                                ;5975;Lilac                                                       ;94150;San Francisco                           ;CA  
1363066;3240;64;1;0;M ;1;        ;Marc                                                        ;Hines                                                       ;13317;44th                                                        ;92708;Santa Ana                               ;CA  
1362740;2715;61;1;0;M ;2;Mr.     ;Craig                                                       ;Parsons                                                     ;16945;Beach                                                       ;19160;Philadelphia                            ;PA  
1362658;45629;44;4;2;F ;3;Ms.     ;Brooke                                                      ;Park                                                        ;17785;Camellia                                                    ;48208;Detroit                                 ;MI  
1363005;6144;22;1;0;F ;2;        ;Mona                                                        ;Williams                                                    ;4946;23rd                                                        ;75328;Dallas                                  ;TX  
1363127;0;16;1;0;F ;1;        ;Isabel                                                      ;Paul                                                        ;12081;J                                                           ;23541;Norfolk                                 ;VA  
1363474;3339;20;5;0;F ;1;Miss    ;Denise                                                      ;Kemper                                                      ;9312;Daisy                                                       ;94239;Sacramento                              ;CA  
1362923;0;15;7;0;M ;1;        ;Duke                                                        ;Besa                                                        ;4300;El Paso                                                     ;67276;Wichita                                 ;KS  
1362597;12106;19;4;0;M ;1;Mr.     ;Hung                                                        ;Lanzante                                                    ;11307;C                                                           ;77083;Houston                                 ;TX  
1363392;0;17;2;0;F ;1;        ;Lana                                                        ;Insko                                                       ;9335;Division                                                    ;10160;New York City                           ;NY  
1362862;0;15;5;0;M ;1;        ;Wayne                                                       ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1363249;61885;52;2;2;F ;2;Ms.     ;Gina                                                        ;Hargett                                                     ;5845;Eighth                                                      ;90174;Los Angeles                             ;CA  
1363331;31054;55;5;2;M ;2;        ;Eric                                                        ;O'Neil                                                      ;6099;Lima                                                        ;55113;St Paul                                 ;MN  
1362637;23973;45;5;0;F ;1;Miss    ;Daisy                                                       ;McSherry                                                    ;15005;Cactus                                                      ;96839;Honolulu                                ;HI  
1362719;23843;59;9;1;F ;2;        ;Jill                                                        ;Schimmelpfennig                                             ;5042;C                                                           ;60665;Chicago                                 ;IL  
1363371;3551;27;4;2;F ;2;        ;Cheryl                                                      ;Bush                                                        ;2095;Lincoln                                                     ;93776;Fresno                                  ;CA  
1363453;12728;35;2;0;M ;1;Mr.     ;John                                                        ;Putnam                                                      ;1968;37th                                                        ;33654;Tampa                                   ;FL  
1362963;4508;69;4;0;F ;1;Ms.     ;Teri                                                        ;Chan                                                        ;716;Sunflower                                                   ;28220;Charlotte                               ;NC  
1362902;18760;48;5;0;F ;1;Dr.     ;Nina                                                        ;Denham                                                      ;13056;Camellia                                                    ;10230;New York City                           ;NY  
1363228;36237;41;1;0;M ;1;Mr.     ;Doug                                                        ;Huub                                                        ;3799;Rose                                                        ;2189;Boston                                  ;MA  
1362698;49623;55;5;1;F ;4;        ;Alice                                                       ;Grolemund                                                   ;7783;Parsons                                                     ;77076;Houston                                 ;TX  
1362820;129196;55;5;2;M ;3;Mr.     ;Yoshio                                                      ;Eggerman                                                    ;2778;A                                                           ;60625;Chicago                                 ;IL  
1363167;39703;38;8;0;F ;1;        ;Victoria                                                    ;Newell                                                      ;9777;B                                                           ;7160;Newark                                  ;NJ  
1363289;19300;57;7;1;M ;2;        ;Jeffrey                                                     ;Quine                                                       ;4633;30th                                                        ;93769;Fresno                                  ;CA  
1362759;27258;69;9;0;F ;2;Ms.     ;Oliver                                                      ;Song                                                        ;10033;Seventh                                                     ;90067;Los Angeles                             ;CA  
1363085;25681;56;6;2;M ;2;        ;Guy                                                         ;Garcon                                                      ;6797;Alamo                                                       ;74186;Tulsa                                   ;OK  
1362555;26598;57;6;0;M ;2;        ;Matt                                                        ;Bailey                                                      ;7665;Escondido                                                   ;94161;San Francisco                           ;CA  
1362677;11812;32;2;2;M ;4;Mr.     ;Forrest                                                     ;Woolf                                                       ;6347;Elm                                                         ;73154;Oklahoma City                           ;OK  
1363493;30068;69;5;0;M ;2;        ;Randy                                                       ;Reynolds                                                    ;267;Washington                                                  ;77292;Houston                                 ;TX  
1362942;17165;38;6;2;M ;2;Mr.     ;Tony                                                        ;Russell                                                     ;13946;Leek                                                        ;77089;Houston                                 ;TX  
1362881;12690;55;5;0;M ;2;        ;Bob                                                         ;Shaw                                                        ;4917;Vance Road                                                  ;85048;Phoenix                                 ;AZ  
1363268;35508;56;6;1;F ;2;Ms.     ;Blanche                                                     ;Carpenter                                                   ;8856;35th                                                        ;77105;Houston                                 ;TX  
1363146;8381;44;4;0;F ;2;Ms.     ;Dilpreet                                                    ;Gavin                                                       ;2783;Fifth                                                       ;7171;Newark                                  ;NJ  
1362656;17584;64;4;0;M ;4;        ;Lee                                                         ;O'Malley                                                    ;5921;Park                                                        ;77158;Houston                                 ;TX  
1363207;10919;73;3;0;M ;2;        ;Art                                                         ;Garrison                                                    ;2271;Cistus                                                      ;60624;Chicago                                 ;IL  
1363390;12973;50;0;2;M ;2;        ;B.Q.                                                        ;Insko                                                       ;9335;Division                                                    ;10160;New York City                           ;NY  
1363003;7968;68;8;0;M ;2;        ;David                                                       ;Sands                                                       ;11991;Lincoln                                                     ;10146;New York City                           ;NY  
1362513;28058;32;2;2;F ;4;Ms.     ;Rebecca                                                     ;Campbell                                                    ;10628;Parrot                                                      ;10070;New York City                           ;NY  
1362595;29241;58;5;2;F ;2;Dr.     ;Angie                                                       ;Lanzante                                                    ;11307;C                                                           ;77083;Houston                                 ;TX  
1362982;0;15;7;0;F ;1;        ;Dawn                                                        ;Reagan                                                      ;2116;Hotel Cir                                                   ;60636;Chicago                                 ;IL  
1363064;0;13;5;0;F ;1;        ;Isabel                                                      ;Gold                                                        ;7879;Third                                                       ;14622;Rochester                               ;NY  
1363247;19686;64;4;0;F ;2;Ms.     ;Michelle                                                    ;Raphael                                                     ;15108;32nd                                                        ;43653;Toledo                                  ;OH  
1362860;0;15;7;0;F ;1;        ;Kathy                                                       ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1362839;43315;33;3;3;M ;3;        ;Abkar                                                       ;Melber                                                      ;5648;Division                                                    ;21231;Baltimore                               ;MD  
1362921;19987;45;5;2;F ;3;        ;Nora                                                        ;Besa                                                        ;4300;El Paso                                                     ;67276;Wichita                                 ;KS  
1362492;40252;40;0;5;F ;3;        ;Maggie                                                      ;McMillen                                                    ;2968;Leek                                                        ;77058;Houston                                 ;TX  
1362717;0;16;1;0;F ;1;        ;Tammy                                                       ;Reidy                                                       ;18392;Second                                                      ;10079;New York City                           ;NY  
1362961;5505;18;3;0;F ;1;        ;Marlene                                                     ;Finley                                                      ;2337;Oleander                                                    ;28223;Charlotte                               ;NC  
1363186;0;15;0;0;M ;1;        ;Quinn                                                       ;Marxen                                                      ;731;Marguerite                                                  ;43630;Toledo                                  ;OH  
1363287;18449;39;9;0;M ;2;        ;Elbert                                                      ;Michael                                                     ;10806;Elk                                                         ;45219;Cincinnati                              ;OH  
1362574;26763;31;1;2;F ;2;        ;Priscilla                                                   ;Lerma                                                       ;8011;Lotus                                                       ;10161;New York City                           ;NY  
1363083;22680;64;4;0;M ;1;        ;Geoffrey                                                    ;Boggs                                                       ;3244;Poinsettia                                                  ;33249;Miami                                   ;FL  
1363043;20840;42;2;1;M ;2;        ;Thomas                                                      ;O'Connell                                                   ;12137;7th                                                         ;20126;Washington                              ;DC  
1362675;10608;63;3;0;F ;2;        ;Patricia                                                    ;Meis                                                        ;475;Fourth                                                      ;55402;Minneapolis                             ;MN  
1363308;27155;22;1;1;M ;2;Mr.     ;Lee                                                         ;Simone                                                      ;2664;Thirteenth                                                  ;10260;New York City                           ;NY  
1362940;0;17;2;0;F ;1;        ;Lucy                                                        ;Woolf                                                       ;5438;32nd                                                        ;10047;New York City                           ;NY  
1363165;15301;69;7;0;M ;2;        ;Curtis                                                      ;Ross                                                        ;4974;Spring Center                                               ;64115;Kansas City                             ;MO  
1363409;9379;69;9;0;F ;2;        ;Marsha                                                      ;Greene                                                      ;7539;Sam Houston                                                 ;10276;New York City                           ;NY  
1363022;26364;41;1;2;M ;2;Mr.     ;Jester                                                      ;McLernon                                                    ;9227;Texas                                                       ;46261;Indianapolis                            ;IN  
1362797;17912;32;2;3;F ;2;Ms.     ;Minh                                                        ;McCreary                                                    ;19760;Coronado                                                    ;98165;Seattle                                 ;WA  
1363491;0;14;6;0;M ;1;        ;Stanley                                                     ;Campbell                                                    ;3830;Tenth                                                       ;96802;Honolulu                                ;HI  
1363266;20889;23;2;0;F ;3;Ms.     ;Georgia                                                     ;Owings                                                      ;2018;Sunrise                                                     ;92173;San Diego                               ;CA  
1362614;18040;27;6;2;F ;2;Ms.     ;Ann                                                         ;Maloney                                                     ;5852;Quince                                                      ;10165;New York City                           ;NY  
1362858;60242;41;1;4;F ;2;Ms.     ;Patricia                                                    ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1362879;0;15;7;0;F ;1;        ;Lorraine                                                    ;Huff                                                        ;4490;E                                                           ;97254;Portland                                ;OR  
1362654;0;13;5;0;F ;1;        ;Debbie                                                      ;Olszewski                                                   ;12513;Camellia                                                    ;78473;Corpus Christi                          ;TX  
1363348;36259;45;5;2;F ;2;        ;Grace                                                       ;Cassidy                                                     ;18925;El Paso                                                     ;2149;Boston                                  ;MA  
1363123;56384;35;2;2;M ;4;        ;Kevin                                                       ;Grimmer                                                     ;10032;Jasmine                                                     ;60648;Chicago                                 ;IL  
1362736;20358;42;2;0;F ;1;Miss    ;Jeanne                                                      ;Hills                                                       ;13907;Quince                                                      ;20353;Washington                              ;DC  
1363388;76376;56;6;1;M ;2;Mr.     ;Tony                                                        ;Funke                                                       ;12861;Adams                                                       ;48202;Detroit                                 ;MI  
1363205;0;17;2;0;F ;1;        ;Monica                                                      ;Mealhouse                                                   ;10328;Parsons                                                     ;60622;Chicago                                 ;IL  
1362511;2517;83;3;0;M ;1;        ;Alan                                                        ;Shoemaker                                                   ;12439;El Paso                                                     ;10170;New York City                           ;NY  
1363470;18390;38;8;2;F ;2;Ms.     ;Bridget                                                     ;Moxim                                                       ;8242;37th                                                        ;33237;Miami                                   ;FL  
1362980;8201;18;3;0;M ;1;        ;Benny                                                       ;Sandell                                                     ;10591;Sunflower                                                   ;60664;Chicago                                 ;IL  
1362593;11725;30;0;0;M ;1;        ;Fred                                                        ;Hoff                                                        ;3883;Begonia                                                     ;10210;New York City                           ;NY  
1363449;30265;34;4;0;F ;1;Miss    ;Farrah                                                      ;Fischer                                                     ;4802;Beach                                                       ;94608;Oakland                                 ;CA  
1363327;12310;40;0;0;F ;1;Ms.     ;Glynda                                                      ;Doherty                                                     ;12003;C                                                           ;92811;Anaheim                                 ;CA  
1362837;22322;50;0;0;M ;2;Mr.     ;Michael                                                     ;Harrington                                                  ;12835;Old Cliffs                                                  ;85068;Phoenix                                 ;AZ  
1362919;4300;24;3;0;F ;1;Miss    ;Angela                                                      ;Foreman                                                     ;682;Oak                                                         ;92173;San Diego                               ;CA  
1363306;15576;46;6;0;F ;1;        ;Pam                                                         ;Matthews                                                    ;1623;A                                                           ;94299;Sacramento                              ;CA  
1362715;17750;56;6;1;F ;2;Ms.     ;Teri                                                        ;Reidy                                                       ;18392;Second                                                      ;10079;New York City                           ;NY  
1363102;18183;33;3;3;F ;2;Ms.     ;Emma                                                        ;Hemler                                                      ;10870;32nd                                                        ;90145;Los Angeles                             ;CA  
1363184;19840;50;0;2;F ;4;        ;Rosalynn                                                    ;Marxen                                                      ;731;Marguerite                                                  ;43630;Toledo                                  ;OH  
1362694;29838;36;6;2;F ;2;        ;Mildred                                                     ;Murnane                                                     ;5350;Roosevelt                                                   ;30305;Atlanta                                 ;GA  
1362776;27269;68;3;0;M ;2;        ;Brian                                                       ;Nolan                                                       ;10406;Peach                                                       ;37228;Nashville                               ;TN  
1362959;77727;57;7;1;F ;2;Ms.     ;Jackie                                                      ;Finley                                                      ;2337;Oleander                                                    ;28223;Charlotte                               ;NC  
1362572;0;17;2;0;M ;1;        ;Dean                                                        ;Lawrence                                                    ;6082;23rd                                                        ;87194;Albuquerque                             ;NM  
1363428;8301;82;2;0;M ;1;        ;Joachim                                                     ;Gula                                                        ;5242;Texas                                                       ;46214;Indianapolis                            ;IN  
1362633;10818;28;4;2;F ;2;Mrs.    ;Nikki                                                       ;Dickey                                                      ;10391;Eleventh                                                    ;10138;New York City                           ;NY  
1362551;23085;27;6;0;F ;1;Ms.     ;Faye                                                        ;McGinty                                                     ;10194;E                                                           ;28243;Charlotte                               ;NC  
1362898;12449;32;1;2;M ;2;        ;Frank                                                       ;Tragarz                                                     ;17079;Elm                                                         ;60634;Chicago                                 ;IL  
1362816;11918;19;4;0;F ;1;Miss    ;Daisy                                                       ;Hayes                                                       ;6230;Walnut                                                      ;40230;Louisville                              ;KY  
1363081;41876;37;7;0;F ;1;        ;Shirley                                                     ;Ballinger                                                   ;3185;Camellia                                                    ;40263;Louisville                              ;KY  
1363142;40671;30;0;2;M ;3;        ;Krista                                                      ;Harrington                                                  ;11039;Third                                                       ;60651;Chicago                                 ;IL  
1362877;9480;42;2;2;M ;2;Mr.     ;Adam                                                        ;Huff                                                        ;4490;E                                                           ;97254;Portland                                ;OR  
1362530;39250;57;7;0;F ;1;        ;Jackie                                                      ;Wyman                                                       ;4291;Rose                                                        ;10259;New York City                           ;NY  
1363346;35237;55;5;1;M ;2;        ;Joshua                                                      ;Sandham                                                     ;1944;Hoover                                                      ;85734;Tucson                                  ;AZ  
1362999;29403;36;6;2;M ;4;        ;Daniel                                                      ;Hines                                                       ;8085;Plum                                                        ;90176;Los Angeles                             ;CA  
1362938;0;16;1;0;M ;1;        ;Keisuke                                                     ;Fitzgerald                                                  ;7717;Sierra Linda                                                ;77095;Houston                                 ;TX  
1363468;36923;53;2;1;F ;3;        ;Ellen                                                       ;Gardner                                                     ;4084;Shamrock                                                    ;40561;Lexington                               ;KY  
1362734;33010;55;5;0;F ;2;        ;Eileen                                                      ;Newland                                                     ;19282;44th                                                        ;63169;St Louis                                ;MO  
1363264;0;16;1;0;F ;1;        ;Lisa                                                        ;Henry                                                       ;11154;F                                                           ;7303;Jersey City                             ;NJ  
1363203;82612;56;6;1;M ;2;Mr.     ;Dennis                                                      ;Mealhouse                                                   ;10328;Parsons                                                     ;60622;Chicago                                 ;IL  
1363121;0;14;6;0;M ;1;        ;Ted                                                         ;Park                                                        ;16857;Sixth                                                       ;32228;Jacksonville                            ;FL  
1362591;26936;64;4;0;F ;1;Ms.     ;Kathy                                                       ;Augustine                                                   ;12404;Shamrock                                                    ;44114;Cleveland                               ;OH  
1362713;31297;40;0;0;M ;2;Dr.     ;James                                                       ;Henry                                                       ;10647;Vance Road                                                  ;46256;Indianapolis                            ;IN  
1363060;48479;46;6;5;M ;2;        ;Donald                                                      ;Gold                                                        ;7879;Third                                                       ;14622;Rochester                               ;NY  
1362509;3093;82;2;0;M ;2;        ;Gilbert                                                     ;Larson                                                      ;1030;G                                                           ;46260;Indianapolis                            ;IN  
1362652;20745;46;1;2;M ;2;Mr.     ;Jeffrey                                                     ;Olszewski                                                   ;12513;Camellia                                                    ;78473;Corpus Christi                          ;TX  
1362978;33060;41;1;0;M ;1;        ;Jorge                                                       ;Lawrence                                                    ;7422;Twelvth                                                     ;90015;Los Angeles                             ;CA  
1362917;45464;57;7;0;F ;2;        ;Paula                                                       ;Lee                                                         ;10254;Petunia                                                     ;46249;Indianapolis                            ;IN  
1363447;17052;41;1;0;F ;1;Ms.     ;Patti                                                       ;Hines                                                       ;263;First                                                       ;10021;New York City                           ;NY  
1363386;12033;85;5;0;M ;2;Mr.     ;Terry                                                       ;Stull                                                       ;8421;Cherry                                                      ;74146;Tulsa                                   ;OK  
1362570;20562;50;0;2;F ;2;        ;Terry                                                       ;Lawrence                                                    ;6082;23rd                                                        ;87194;Albuquerque                             ;NM  
