cust_id;acct_nbr;credit_limit;credit_rating;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
1362661;4561143213626610;1000;0;Y ;1.2.1991;NULL;926.05;1000.00
1363170;4561143213631700;1000;0;Y ;19.2.1994;NULL;1047.17;904.09
1362926;4561143213629260;1000;0;Y ;1.9.1994;NULL;946.72;1000.00
1363435;4561143213634350;1000;0;Y ;15.2.1991;NULL;535.71;643.34
1363395;4561143213633950;3000;5;N ;26.1.1987;19.5.1995;3072.77;730.00
1362823;4561143213628230;2200;0;N ;12.6.1989;18.4.1995;2194.14;98.04
1363252;4561143213632520;1000;0;Y ;23.2.1994;NULL;776.26;1000.00
1362680;4561143213626800;1000;0;Y ;1.10.1995;NULL;0.00;1000.00
1362640;4561143213626400;3000;0;Y ;24.4.1994;NULL;1452.79;751.28
1363006;4561143213630060;3000;0;Y ;18.7.1995;NULL;0.00;1628.72
1362905;4561143213629050;1000;0;Y ;2.9.1990;NULL;737.20;915.75
1363475;4561143213634750;3700;0;Y ;7.8.1993;NULL;3502.43;727.20
1363374;4561143213633740;1000;0;Y ;2.11.1995;NULL;0.00;0.00
1362598;4561143213625980;2500;0;N ;24.6.1994;3.12.1995;1801.88;20.00
1362966;4561143213629660;3000;0;Y ;3.10.1994;NULL;3100.57;1586.27
1363332;4561143213633320;2900;0;N ;7.10.1992;26.12.1995;2770.40;839.43
1362619;4561143213626190;8000;0;Y ;5.4.1994;NULL;3866.70;0.00
1363128;4561143213631280;3000;0;Y ;1.3.1995;NULL;0.00;140.00
1363088;4561143213630880;1400;0;Y ;21.1.1991;NULL;189.64;739.86
1362720;4561143213627200;1000;0;Y ;7.8.1995;NULL;0.00;1000.00
1363353;4561143213633530;6000;0;Y ;23.6.1989;NULL;479.66;1504.14
1362985;4561143213629850;1000;0;Y ;6.5.1995;NULL;0.00;1000.00
1362945;4561143213629450;3000;0;Y ;24.5.1992;NULL;288.79;505.56
1363454;4561143213634540;3000;0;Y ;10.8.1990;NULL;2670.27;1336.40
1363414;4561143213634140;1300;0;Y ;29.8.1992;NULL;268.21;202.13
1362577;4561143213625770;4300;0;Y ;6.4.1995;NULL;0.00;1808.22
1363210;4561143213632100;1000;0;Y ;26.1.1995;NULL;0.00;889.68
1363311;4561143213633110;2700;0;Y ;3.12.1995;NULL;0.00;2700.00
1363271;4561143213632710;3000;0;Y ;25.4.1994;NULL;1872.82;1179.95
1362903;4561143213629030;1500;0;Y ;15.12.1992;NULL;1559.94;1500.00
1362924;4561143213629240;1000;0;Y ;28.8.1995;NULL;0.00;1000.00
1362699;4561143213626990;1200;0;Y ;18.5.1992;NULL;151.63;677.69
1363393;4561143213633930;1000;0;Y ;13.6.1995;NULL;0.00;1000.00
1363433;4561143213634330;1000;0;Y ;3.4.1991;NULL;579.32;0.00
1362516;4561143213625160;1500;0;Y ;7.5.1994;NULL;117.14;430.72
1362556;4561143213625560;2800;0;N ;20.1.1992;19.8.1995;1433.94;20.00
1363107;4561143213631070;3000;0;Y ;8.9.1994;NULL;478.51;89.15
1362882;4561143213628820;2200;0;Y ;8.4.1993;NULL;2058.92;33.52
1362964;4561143213629640;1000;0;Y ;19.3.1995;NULL;0.00;1000.00
1363147;4561143213631470;1000;0;Y ;6.11.1991;NULL;145.67;202.99
1363229;4561143213632290;3000;0;Y ;11.6.1993;NULL;989.45;1143.13
1363004;4561143213630040;1000;0;Y ;15.4.1993;NULL;36.38;505.43
1362821;4561143213628210;1000;0;Y ;25.10.1994;NULL;967.86;0.00
1362718;4561143213627180;2500;0;Y ;17.12.1994;NULL;1928.33;78.80
1362617;4561143213626170;1000;0;Y ;13.8.1995;NULL;0.00;306.84
1363187;4561143213631870;2300;0;Y ;28.5.1988;NULL;1498.51;2300.00
1363086;4561143213630860;3000;0;Y ;18.2.1994;NULL;2401.95;130.90
1363044;4561143213630440;1000;0;Y ;18.6.1990;NULL;150.30;523.08
1362535;4561143213625350;1300;1;Y ;15.5.1990;NULL;204.27;0.00
1362697;4561143213626970;3000;0;Y ;24.11.1995;NULL;0.00;0.00
1362657;4561143213626570;4200;0;Y ;15.3.1995;NULL;0.00;0.00
1363492;4561143213634920;7100;0;Y ;31.12.1991;NULL;4128.58;6869.00
1363126;4561143213631260;2900;0;Y ;5.2.1995;NULL;0.00;2900.00
1362737;4561143213627370;6600;0;Y ;9.10.1995;NULL;0.00;6600.00
1362636;4561143213626360;1000;0;Y ;30.8.1987;NULL;1038.96;1000.00
1363206;4561143213632060;6300;0;Y ;13.11.1995;NULL;0.00;5490.45
1363370;4561143213633700;1000;0;Y ;27.4.1993;NULL;294.72;746.60
1363471;4561143213634710;4500;0;Y ;10.7.1995;NULL;0.00;3229.66
1362962;4561143213629620;1000;0;Y ;27.11.1993;NULL;44.95;609.74
1362594;4561143213625940;17300;0;N ;3.3.1992;19.7.1995;9557.00;0.00
1363227;4561143213632270;3000;0;Y ;27.3.1995;NULL;0.00;588.15
1363328;4561143213633280;1000;0;Y ;29.3.1995;NULL;0.00;538.93
1363288;4561143213632880;2100;0;Y ;16.11.1993;NULL;1886.71;1980.90
1362920;4561143213629200;1000;0;Y ;13.12.1995;NULL;0.00;0.00
1363084;4561143213630840;1700;0;Y ;26.9.1995;NULL;0.00;1700.00
1363185;4561143213631850;1000;0;Y ;18.9.1995;NULL;0.00;1000.00
1363410;4561143213634100;1400;0;Y ;1.11.1995;NULL;0.00;0.00
1362777;4561143213627770;3300;0;Y ;9.4.1995;NULL;0.00;1868.87
1363002;4561143213630020;6100;0;Y ;8.12.1993;NULL;1827.21;2684.46
1363164;4561143213631640;1200;0;Y ;5.11.1988;NULL;476.61;1200.00
1363267;4561143213632670;12600;6;Y ;27.1.1995;NULL;0.00;1271.39
1362613;4561143213626130;1000;0;Y ;21.1.1989;NULL;248.01;1000.00
1362512;4561143213625120;3000;0;Y ;25.1.1993;NULL;565.56;1880.46
1363082;4561143213630820;1800;0;Y ;18.10.1993;NULL;819.46;907.82
1363307;4561143213633070;3000;0;Y ;9.4.1994;NULL;2484.57;1199.30
1362939;4561143213629390;7100;0;Y ;14.1.1994;NULL;5484.95;772.03
1363103;4561143213631030;2200;0;N ;4.10.1992;18.7.1995;2007.57;513.06
1362735;4561143213627350;3000;0;Y ;21.12.1995;NULL;0.00;3000.00
1362960;4561143213629600;8600;0;Y ;24.7.1986;NULL;5951.37;8600.00
1363204;4561143213632040;1200;0;Y ;12.8.1995;NULL;0.00;1200.00
1363429;4561143213634290;3000;0;N ;1.6.1990;3.1.1995;2943.97;1739.74
1362592;4561143213625920;3300;0;N ;31.5.1993;20.12.1995;2106.82;310.10
1362552;4561143213625520;1000;0;Y ;6.8.1993;NULL;367.42;493.17
1363326;4561143213633260;3800;0;Y ;6.7.1995;NULL;0.00;0.00
1362817;4561143213628170;1000;0;Y ;11.2.1987;NULL;206.66;1000.00
1362918;4561143213629180;1000;0;Y ;15.1.1994;NULL;345.50;1000.00
1363408;4561143213634080;1800;0;Y ;12.1.1990;NULL;865.61;1800.00
1363387;4561143213633870;1000;0;Y ;18.9.1990;NULL;857.38;1000.00
1362531;4561143213625310;2200;0;Y ;26.6.1994;NULL;2016.11;2200.00
1362775;4561143213627750;1000;0;Y ;24.5.1992;NULL;466.06;629.25
1363265;4561143213632650;1200;0;Y ;20.5.1995;NULL;0.00;133.12
1363040;4561143213630400;1900;0;Y ;2.6.1995;NULL;0.00;1900.00
1362857;4561143213628570;1000;0;Y ;20.2.1994;NULL;13.11;357.00
1362489;4561143213624890;2800;0;N ;16.8.1990;18.9.1995;1465.41;20.00
1362653;4561143213626530;1600;0;Y ;25.9.1995;NULL;0.00;1188.57
1362754;4561143213627540;3000;0;Y ;11.1.1990;NULL;74.35;0.00
1362714;4561143213627140;1000;0;Y ;5.11.1990;NULL;175.29;457.29
1363223;4561143213632230;3700;0;Y ;13.6.1992;NULL;657.55;586.29
1363448;4561143213634480;1400;0;Y ;9.1.1995;NULL;0.00;1400.00
1362611;4561143213626110;3600;0;Y ;4.6.1994;NULL;2477.19;133.87
1362571;4561143213625710;1000;0;Y ;22.4.1994;NULL;646.48;959.28
1363345;4561143213633450;2700;0;Y ;28.8.1994;NULL;2406.56;2700.00
1362836;4561143213628360;1000;0;Y ;18.3.1992;NULL;55.90;1000.00
1362937;4561143213629370;2300;0;N ;22.7.1994;10.11.1995;1671.88;0.00
1363101;4561143213631010;7900;0;Y ;16.6.1995;NULL;0.00;2054.32
1363059;4561143213630590;1200;0;Y ;13.4.1995;NULL;0.00;1200.00
1362693;4561143213626930;1000;0;Y ;25.6.1995;NULL;0.00;1000.00
1363385;4561143213633850;1000;0;Y ;15.3.1988;NULL;834.47;0.00
1363427;4561143213634270;4200;0;N ;10.6.1990;22.12.1995;2575.11;20.00
1362508;4561143213625080;3000;0;Y ;1.10.1989;NULL;811.96;1072.17
1362815;4561143213628150;1000;0;Y ;27.10.1995;NULL;0.00;1000.00
1363038;4561143213630380;1800;0;Y ;6.8.1995;NULL;0.00;1800.00
1363284;4561143213632840;1800;0;Y ;21.7.1990;NULL;832.94;965.92
1362630;4561143213626300;3000;0;N ;31.3.1992;19.3.1995;2016.58;962.62
1362672;4561143213626720;1000;0;Y ;14.8.1995;NULL;0.00;226.57
1362895;4561143213628950;1300;0;Y ;3.10.1995;NULL;0.00;1300.00
1362529;4561143213625290;2200;0;N ;2.2.1992;31.12.1995;1481.64;433.43
1363364;4561143213633640;3000;0;N ;23.11.1989;23.7.1995;1783.86;1785.97
1363467;4561143213634670;1500;0;Y ;30.6.1993;NULL;1193.89;1500.00
1363263;4561143213632630;3000;0;Y ;29.3.1995;NULL;0.00;1218.94
1362569;4561143213625690;9200;0;Y ;6.12.1995;NULL;0.00;9200.00
1363303;4561143213633030;1000;0;Y ;22.4.1995;NULL;0.00;1000.00
