cust_id;acct_nbr;minimum_balance;acct_type;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
1363126;13631263;100;BS  ;Y ;1.5.1995;NULL;951.62;3138.91
1362697;13626973;500;MM  ;Y ;15.7.1994;NULL;598.02;596.47
1363370;13633703;100;BS  ;Y ;5.10.1993;NULL;146.95;149.17
1363492;13634923;100;BS  ;Y ;31.12.1991;NULL;952.38;1116.10
1363288;13632883;500;MM  ;Y ;23.5.1994;NULL;1049.82;244.85
1362880;13628803;100;BS  ;Y ;1.11.1992;NULL;232.19;551.31
1363145;13631453;100;BS  ;N ;11.1.1994;8.5.1995;109.29;444.57
1363471;13634713;100;BS  ;Y ;22.3.1995;NULL;259.96;1777.03
1362941;13629413;100;BS  ;N ;1.8.1990;1.2.1995;149.15;877.14
1362594;13625943;500;MM  ;Y ;29.6.1994;NULL;1985.18;6619.84
1363410;13634103;500;MM  ;Y ;26.5.1995;NULL;869.13;895.56
1363328;13633283;100;BS  ;Y ;28.12.1995;NULL;102.26;1308.55
1363267;13632673;100;BS  ;Y ;22.12.1995;NULL;840.79;1699.39
1362920;13629203;500;MM  ;Y ;4.11.1995;NULL;718.13;739.98
1363389;13633893;500;MM  ;Y ;25.5.1992;NULL;719.95;177.40
1362777;13627773;100;BS  ;Y ;14.2.1995;NULL;327.10;29.46
1362512;13625123;100;BS  ;N ;25.1.1993;9.5.1995;129.62;1194.36
1362573;13625733;500;MM  ;Y ;17.6.1990;NULL;10712.86;10399.11
1363450;13634503;100;BS  ;Y ;11.3.1994;NULL;136.04;1018.62
1362899;13628993;500;MM  ;Y ;30.4.1993;NULL;1769.93;1823.77
1362838;13628383;100;BS  ;Y ;18.12.1994;NULL;279.57;1013.94
1363164;13631643;100;BS  ;Y ;30.3.1994;NULL;169.19;258.05
1363307;13633073;100;BS  ;N ;30.12.1994;9.7.1995;304.25;265.35
1363490;13634903;100;BS  ;Y ;27.11.1994;NULL;2267.29;2301.53
1362960;13629603;100;BS  ;Y ;24.7.1986;NULL;6223.15;6273.27
1362613;13626133;100;BS  ;Y ;30.12.1995;NULL;236.65;338.98
1363429;13634293;100;BS  ;Y ;24.9.1990;NULL;169.38;171.90
1363347;13633473;500;MM  ;Y ;27.5.1995;NULL;794.25;512.64
1362817;13628173;100;BS  ;Y ;28.3.1991;NULL;143.63;754.80
1362939;13629393;500;MM  ;Y ;18.1.1993;NULL;1637.19;1173.89
1363286;13632863;100;BS  ;N ;3.5.1991;25.3.1995;117.92;1289.52
1362735;13627353;100;BS  ;Y ;16.9.1995;NULL;117.95;288.87
1362674;13626743;100;BS  ;N ;21.6.1994;27.6.1995;128.40;8.21
1363469;13634693;100;BS  ;Y ;8.4.1995;NULL;2055.19;1701.12
1363408;13634083;100;BS  ;Y ;12.1.1990;NULL;373.08;1056.10
1363326;13633263;100;BS  ;Y ;25.3.1995;NULL;570.24;578.09
1362796;13627963;500;MM  ;Y ;15.1.1989;NULL;680.95;1087.47
1362918;13629183;100;BS  ;Y ;31.8.1995;NULL;318.67;270.70
1363265;13632653;100;BS  ;Y ;7.7.1995;NULL;193.55;900.52
1363387;13633873;100;BS  ;Y ;18.9.1990;NULL;164.19;110.52
1362857;13628573;500;MM  ;Y ;20.1.1991;NULL;659.39;196.62
1363040;13630403;100;BS  ;Y ;29.4.1995;NULL;459.10;37.27
1363448;13634483;500;MM  ;Y ;13.10.1990;NULL;860.18;1763.31
1363366;13633663;100;BS  ;Y ;23.11.1995;NULL;465.29;7471.81
1362571;13625713;100;BS  ;Y ;23.2.1991;NULL;2053.57;1741.09
1362489;13624893;100;BS  ;Y ;13.9.1993;NULL;760.24;373.65
1362836;13628363;100;BS  ;N ;29.8.1991;10.10.1995;237.76;1009.19
1362754;13627543;100;BS  ;Y ;11.1.1990;NULL;300.47;240.75
1363101;13631013;100;BS  ;Y ;9.12.1995;NULL;5929.02;6015.58
1363223;13632233;100;BS  ;Y ;13.6.1992;NULL;2653.96;2771.42
1362693;13626933;100;BS  ;Y ;6.2.1995;NULL;167.24;10.34
1363080;13630803;100;BS  ;Y ;7.5.1994;NULL;321.16;691.59
1362550;13625503;500;MM  ;Y ;27.3.1995;NULL;638.67;487.77
1362590;13625903;500;MM  ;Y ;11.8.1993;NULL;541.95;558.44
1362815;13628153;500;MM  ;Y ;13.11.1995;NULL;594.33;348.98
1363385;13633853;500;MM  ;Y ;20.7.1995;NULL;504.61;1720.35
1363284;13632843;500;MM  ;Y ;26.1.1992;NULL;1454.16;860.93
1362508;13625083;100;BS  ;Y ;1.10.1989;NULL;121.64;255.11
1363141;13631413;100;BS  ;Y ;11.11.1994;NULL;177.33;528.57
1363038;13630383;100;BS  ;Y ;20.2.1995;NULL;333.53;508.26
1362529;13625293;100;BS  ;Y ;15.11.1992;NULL;662.06;873.14
1362895;13628953;100;BS  ;Y ;27.6.1995;NULL;169.96;96.25
1362855;13628553;100;BS  ;Y ;21.3.1995;NULL;167.71;161.04
