acct_nbr;cust_id;acct_type;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
13631262;1363126;CK  ;Y ;15.7.1995;NULL;8095.47;2541.96
13634422;1363442;CK  ;Y ;15.6.1990;NULL;787.03;90.63
4561143213624990;1362499;CC  ;Y ;15.3.1990;NULL;1046.30;1900.00
4561143213634210;1363421;CC  ;Y ;19.9.1988;NULL;2828.16;814.67
13628352;1362835;CK  ;Y ;22.9.1995;NULL;239.71;276.68
13627003;1362700;SV  ;Y ;22.2.1994;NULL;311.20;315.88
13631473;1363147;SV  ;Y ;13.11.1987;NULL;2178.01;1152.38
13629902;1362990;CK  ;N ;3.3.1994;3.3.1995;2824.68;625.42
4561143213626560;1362656;CC  ;Y ;23.9.1993;NULL;893.25;445.22
4561143213634840;1363484;CC  ;Y ;19.1.1994;NULL;867.01;408.08
13625963;1362596;SV  ;Y ;16.7.1995;NULL;544.45;259.05
13634282;1363428;CK  ;N ;1.12.1993;25.9.1995;1145.06;274.96
4561143213627970;1362797;CC  ;Y ;11.5.1994;NULL;111.07;100.00
13627112;1362711;CK  ;Y ;9.8.1995;NULL;100.28;299.33
4561143213628720;1362872;CC  ;Y ;21.4.1992;NULL;292.41;1000.00
4561143213628880;1362888;CC  ;Y ;2.1.1994;NULL;11394.66;6454.87
4561143213629290;1362929;CC  ;Y ;30.6.1995;NULL;0.00;4200.00
13625263;1362526;SV  ;Y ;15.3.1994;NULL;551.82;1145.74
4561143213631580;1363158;CC  ;Y ;15.9.1991;NULL;364.24;121.67
13631453;1363145;SV  ;N ;11.1.1994;8.5.1995;109.29;444.57
13625293;1362529;SV  ;Y ;15.11.1992;NULL;662.06;873.14
4561143213634260;1363426;CC  ;Y ;3.11.1991;NULL;1808.40;917.28
13633743;1363374;SV  ;Y ;10.8.1995;NULL;583.39;601.14
13626873;1362687;SV  ;Y ;14.7.1994;NULL;566.77;1111.42
4561143213628830;1362883;CC  ;Y ;23.7.1995;NULL;0.00;983.06
13628242;1362824;CK  ;Y ;19.4.1993;NULL;863.73;3.94
13628953;1362895;SV  ;Y ;27.6.1995;NULL;169.96;96.25
13627773;1362777;SV  ;Y ;14.2.1995;NULL;327.10;29.46
13626992;1362699;CK  ;Y ;21.5.1995;NULL;246.47;600.51
13627812;1362781;CK  ;Y ;26.8.1995;NULL;420.27;269.82
13630602;1363060;CK  ;Y ;2.6.1991;NULL;6770.70;370.85
13633463;1363346;SV  ;Y ;27.2.1992;NULL;327.16;332.08
4561143213627690;1362769;CC  ;Y ;6.5.1995;NULL;0.00;553.09
4561143213625770;1362577;CC  ;Y ;6.4.1995;NULL;0.00;1808.22
4561143213629210;1362921;CC  ;Y ;23.5.1994;NULL;2273.20;81.68
13630462;1363046;CK  ;Y ;3.4.1994;NULL;4107.57;520.05
13626702;1362670;CK  ;N ;22.3.1990;25.7.1995;2697.49;106.94
4561143213627660;1362766;CC  ;N ;24.6.1990;5.12.1995;4999.67;20.00
4561143213633920;1363392;CC  ;Y ;19.12.1993;NULL;834.77;1000.00
13634032;1363403;CK  ;Y ;26.7.1993;NULL;4787.32;366.58
13634713;1363471;SV  ;Y ;22.3.1995;NULL;259.96;1777.03
13632642;1363264;CK  ;N ;24.3.1994;28.7.1995;191.90;15.72
13627052;1362705;CK  ;Y ;16.2.1995;NULL;3482.11;81.14
4561143213634090;1363409;CC  ;Y ;1.9.1993;NULL;977.54;160.42
13629282;1362928;CK  ;Y ;15.1.1995;NULL;136.14;3.80
13630132;1363013;CK  ;Y ;23.5.1995;NULL;281.62;14.54
4561143213627300;1362730;CC  ;Y ;1.9.1995;NULL;0.00;3000.00
13631232;1363123;CK  ;Y ;11.3.1995;NULL;7610.01;696.74
13632673;1363267;SV  ;Y ;22.12.1995;NULL;840.79;1699.39
13626212;1362621;CK  ;Y ;21.4.1995;NULL;2664.89;121.73
13631932;1363193;CK  ;Y ;1.2.1993;NULL;4219.43;4048.98
13634202;1363420;CK  ;Y ;24.3.1993;NULL;2825.63;278.98
13625843;1362584;SV  ;Y ;1.6.1994;NULL;2032.50;1999.37
13632653;1363265;SV  ;Y ;7.7.1995;NULL;193.55;900.52
13626173;1362617;SV  ;Y ;18.5.1995;NULL;135.98;138.02
4561143213626530;1362653;CC  ;Y ;25.9.1995;NULL;0.00;1188.57
4561143213631990;1363199;CC  ;Y ;2.3.1994;NULL;2135.18;127.09
4561143213632590;1363259;CC  ;Y ;11.3.1988;NULL;380.61;334.29
4561143213627610;1362761;CC  ;Y ;21.3.1994;NULL;780.93;0.00
4561143213625310;1362531;CC  ;Y ;26.6.1994;NULL;2016.11;2200.00
4561143213629260;1362926;CC  ;Y ;1.9.1994;NULL;946.72;1000.00
4561143213627250;1362725;CC  ;Y ;27.2.1995;NULL;0.00;1939.63
13629763;1362976;SV  ;Y ;3.11.1986;NULL;203.20;137.99
13627542;1362754;CK  ;Y ;11.1.1990;NULL;2611.38;68.84
4561143213631700;1363170;CC  ;Y ;19.2.1994;NULL;1047.17;904.09
4561143213634440;1363444;CC  ;Y ;19.3.1995;NULL;0.00;1000.00
4561143213627270;1362727;CC  ;N ;16.5.1994;14.7.1995;3673.82;0.00
4561143213632710;1363271;CC  ;Y ;25.4.1994;NULL;1872.82;1179.95
13627682;1362768;CK  ;Y ;26.5.1995;NULL;2512.80;2429.77
4561143213630680;1363068;CC  ;N ;19.11.1991;1.11.1995;2143.15;20.00
4561143213624840;1362484;CC  ;Y ;2.1.1993;NULL;1278.78;369.72
13627363;1362736;SV  ;Y ;2.6.1994;NULL;2147.68;2180.10
13628253;1362825;SV  ;Y ;18.5.1994;NULL;175.22;50.77
13633872;1363387;CK  ;Y ;18.9.1990;NULL;176.97;959.60
4561143213625570;1362557;CC  ;Y ;10.11.1995;NULL;0.00;1000.00
4561143213630160;1363016;CC  ;Y ;12.9.1991;NULL;1219.77;1223.77
4561143213629090;1362909;CC  ;Y ;14.10.1994;NULL;4000.22;54.09
13632582;1363258;CK  ;N ;15.12.1994;21.4.1995;170.57;12.14
4561143213632320;1363232;CC  ;Y ;19.8.1995;NULL;0.00;1000.00
13630882;1363088;CK  ;Y ;21.1.1991;NULL;180.12;769.47
13625093;1362509;SV  ;N ;17.5.1993;7.8.1995;147.84;337.82
4561143213631260;1363126;CC  ;Y ;5.2.1995;NULL;0.00;2900.00
4561143213631960;1363196;CC  ;Y ;24.9.1993;NULL;1420.35;1800.00
13625972;1362597;CK  ;Y ;4.2.1991;NULL;2533.42;416.76
4561143213628370;1362837;CC  ;Y ;26.6.1995;NULL;0.00;1100.00
4561143213628350;1362835;CC  ;Y ;23.5.1988;NULL;167.92;9.51
4561143213626640;1362664;CC  ;Y ;25.6.1995;NULL;0.00;1052.38
13626092;1362609;CK  ;N ;14.6.1994;29.9.1995;2563.27;15.38
13629202;1362920;CK  ;Y ;10.2.1995;NULL;2717.13;1297.06
13629643;1362964;SV  ;N ;3.6.1987;13.7.1995;118.49;119.39
4561143213628100;1362810;CC  ;Y ;25.12.1993;NULL;2485.28;332.95
13627462;1362746;CK  ;Y ;23.8.1995;NULL;149.31;12.89
13633523;1363352;SV  ;Y ;24.8.1992;NULL;2039.40;2950.23
13629733;1362973;SV  ;Y ;1.2.1995;NULL;2273.92;2570.30
4561143213631290;1363129;CC  ;Y ;21.4.1995;NULL;0.00;335.42
13625692;1362569;CK  ;Y ;6.4.1995;NULL;927.07;46.48
4561143213629120;1362912;CC  ;Y ;13.11.1992;NULL;1299.01;1500.00
4561143213628940;1362894;CC  ;N ;6.3.1994;8.1.1995;1500.62;1840.00
13625123;1362512;SV  ;N ;25.1.1993;9.5.1995;129.62;1194.36
13631032;1363103;CK  ;Y ;15.2.1995;NULL;601.02;29.87
13632532;1363253;CK  ;Y ;12.6.1991;NULL;5019.19;1191.33
13625302;1362530;CK  ;Y ;25.4.1995;NULL;5316.47;17.30
13630832;1363083;CK  ;Y ;12.2.1992;NULL;286.52;2325.47
13628813;1362881;SV  ;Y ;11.9.1995;NULL;302.02;61.50
4561143213634930;1363493;CC  ;Y ;10.7.1995;NULL;0.00;0.00
4561143213626990;1362699;CC  ;Y ;18.5.1992;NULL;151.63;677.69
13627602;1362760;CK  ;Y ;24.1.1992;NULL;6021.08;6.15
13627132;1362713;CK  ;Y ;4.11.1995;NULL;389.87;22.21
13627492;1362749;CK  ;Y ;8.3.1993;NULL;2608.15;918.17
4561143213630600;1363060;CC  ;Y ;14.10.1993;NULL;1898.67;2192.95
13633172;1363317;CK  ;Y ;16.5.1991;NULL;280.79;269.76
13625423;1362542;SV  ;Y ;27.10.1995;NULL;607.88;1654.74
13626853;1362685;SV  ;Y ;9.6.1994;NULL;335.36;1735.39
13632502;1363250;CK  ;N ;21.9.1991;3.8.1995;657.67;257.48
4561143213630110;1363011;CC  ;N ;15.3.1990;16.12.1995;3488.29;20.00
4561143213627050;1362705;CC  ;Y ;1.2.1995;NULL;0.00;413.11
4561143213634820;1363482;CC  ;N ;24.7.1989;23.8.1995;2917.91;355.26
4561143213629280;1362928;CC  ;Y ;2.8.1994;NULL;949.02;596.11
13631422;1363142;CK  ;Y ;29.4.1995;NULL;571.75;11.3
13626062;1362606;CK  ;Y ;10.10.1995;NULL;5103.77;1319.97
13634082;1363408;CK  ;N ;12.1.1990;22.3.1995;195.62;30.85
4561143213631930;1363193;CC  ;Y ;10.12.1993;NULL;1537.46;1442.00
13630182;1363018;CK  ;Y ;21.3.1995;NULL;602.18;1778.61
13632912;1363291;CK  ;Y ;10.10.1995;NULL;4361.14;521.21
4561143213631840;1363184;CC  ;Y ;6.10.1995;NULL;0.00;1000.00
13625283;1362528;SV  ;Y ;13.1.1986;NULL;262.55;269.93
13631282;1363128;CK  ;Y ;13.10.1992;NULL;4142.57;3422.66
13625903;1362590;SV  ;Y ;11.8.1993;NULL;541.95;558.44
4561143213630810;1363081;CC  ;N ;17.1.1989;8.7.1995;1692.71;84.59
4561143213631820;1363182;CC  ;Y ;25.4.1995;NULL;0.00;5100.00
13628222;1362822;CK  ;Y ;18.9.1994;NULL;4115.99;2156.30
13633483;1363348;SV  ;Y ;24.8.1993;NULL;434.62;1628.76
13628042;1362804;CK  ;Y ;9.11.1987;NULL;8953.35;1315.00
13634583;1363458;SV  ;Y ;6.1.1992;NULL;215.86;160.66
4561143213626580;1362658;CC  ;Y ;21.2.1991;NULL;4414.23;0.00
13626982;1362698;CK  ;Y ;17.7.1993;NULL;6322.89;175.55
13631763;1363176;SV  ;Y ;29.11.1994;NULL;175.29;128.07
13630482;1363048;CK  ;Y ;20.9.1995;NULL;403.50;274.93
13628053;1362805;SV  ;Y ;3.1.1987;NULL;124.10;232.15
13633342;1363334;CK  ;Y ;30.4.1993;NULL;150.98;0.22
4561143213630860;1363086;CC  ;Y ;18.2.1994;NULL;2401.95;130.90
13632962;1363296;CK  ;Y ;28.6.1991;NULL;2505.07;1.55
13632622;1363262;CK  ;N ;28.7.1992;17.1.1995;436.88;244.53
13634623;1363462;SV  ;Y ;22.10.1991;NULL;299.07;2034.99
13625233;1362523;SV  ;Y ;26.6.1992;NULL;262.21;127.38
4561143213629030;1362903;CC  ;Y ;15.12.1992;NULL;1559.94;1500.00
4561143213633020;1363302;CC  ;N ;9.2.1994;26.4.1995;1731.39;0.00
13626593;1362659;SV  ;Y ;23.5.1995;NULL;575.93;315.94
13633373;1363337;SV  ;Y ;12.6.1994;NULL;531.48;7766.05
13632142;1363214;CK  ;Y ;19.4.1991;NULL;4244.28;134.88
13633433;1363343;SV  ;Y ;14.3.1995;NULL;603.82;2007.65
13631643;1363164;SV  ;Y ;30.3.1994;NULL;169.19;258.05
4561143213633650;1363365;CC  ;Y ;29.8.1995;NULL;0.00;2100.00
13633943;1363394;SV  ;Y ;12.6.1987;NULL;2238.98;2270.28
13626932;1362693;CK  ;Y ;24.3.1995;NULL;2597.86;659.45
4561143213629200;1362920;CC  ;Y ;13.12.1995;NULL;0.00;0.00
13634002;1363400;CK  ;Y ;17.8.1993;NULL;300.87;1824.79
13629752;1362975;CK  ;N ;10.1.1994;16.3.1995;258.05;282.92
13630372;1363037;CK  ;Y ;15.11.1992;NULL;2581.35;182.95
13631733;1363173;SV  ;N ;15.11.1987;5.12.1995;984.06;382.80
13630432;1363043;CK  ;Y ;18.7.1994;NULL;4418.22;701.33
13632153;1363215;SV  ;Y ;17.10.1995;NULL;924.00;2689.95
13626442;1362644;CK  ;Y ;5.6.1991;NULL;312.72;382.47
13626713;1362671;SV  ;Y ;26.5.1995;NULL;153.64;83.19
13626822;1362682;CK  ;Y ;18.7.1994;NULL;4024.65;345.89
4561143213632530;1363253;CC  ;Y ;7.3.1993;NULL;1688.39;2000.00
13630102;1363010;CK  ;Y ;9.9.1992;NULL;149.83;1574.39
4561143213630830;1363083;CC  ;Y ;7.3.1995;NULL;0.00;969.94
4561143213627630;1362763;CC  ;Y ;21.6.1995;NULL;0.00;160.00
13630953;1363095;SV  ;Y ;19.2.1995;NULL;2042.54;868.08
13627722;1362772;CK  ;Y ;27.8.1994;NULL;4135.59;18.30
13634503;1363450;SV  ;Y ;11.3.1994;NULL;136.04;1018.62
4561143213630540;1363054;CC  ;Y ;8.12.1994;NULL;875.70;917.30
13626902;1362690;CK  ;Y ;25.12.1994;NULL;3313.60;282.92
13630383;1363038;SV  ;Y ;20.2.1995;NULL;333.53;508.26
13634362;1363436;CK  ;Y ;22.1.1995;NULL;387.11;218.93
13632702;1363270;CK  ;Y ;26.5.1994;NULL;214.69;15.66
13634913;1363491;SV  ;N ;22.10.1990;19.4.1995;205.45;17.82
4561143213631120;1363112;CC  ;Y ;1.4.1991;NULL;852.02;0.00
13625072;1362507;CK  ;Y ;10.2.1995;NULL;337.22;1087.84
13627522;1362752;CK  ;Y ;8.1.1994;NULL;487.69;3.76
4561143213627490;1362749;CC  ;Y ;8.3.1993;NULL;1391.01;3000.00
13627832;1362783;CK  ;N ;10.7.1988;3.6.1995;235.27;916.17
4561143213633170;1363317;CC  ;Y ;15.4.1989;NULL;1046.09;307.60
4561143213626500;1362650;CC  ;Y ;28.11.1995;NULL;0.00;1000.00
4561143213631420;1363142;CC  ;Y ;7.3.1995;NULL;0.00;1953.78
4561143213629900;1362990;CC  ;Y ;3.3.1994;NULL;758.95;1426.93
13625083;1362508;SV  ;Y ;1.10.1989;NULL;121.64;255.11
4561143213631010;1363101;CC  ;Y ;16.6.1995;NULL;0.00;2054.32
4561143213634080;1363408;CC  ;Y ;12.1.1990;NULL;865.61;1800.00
13629783;1362978;SV  ;Y ;13.6.1994;NULL;238.16;28.91
4561143213630180;1363018;CC  ;Y ;26.2.1994;NULL;1409.42;2300.00
13625952;1362595;CK  ;Y ;28.10.1993;NULL;4087.37;117.93
13632473;1363247;SV  ;Y ;20.7.1992;NULL;278.43;339.33
13630973;1363097;SV  ;Y ;26.3.1995;NULL;183.44;10.28
4561143213631280;1363128;CC  ;Y ;1.3.1995;NULL;0.00;140.00
13634572;1363457;CK  ;Y ;23.4.1988;NULL;12169.88;1252.71
13631572;1363157;CK  ;Y ;23.12.1995;NULL;9749.29;117.49
13631082;1363108;CK  ;Y ;30.8.1992;NULL;272.54;268.79
4561143213628220;1362822;CC  ;Y ;18.11.1995;NULL;0.00;1000.00
13625662;1362566;CK  ;N ;5.6.1992;18.3.1995;17315.16;38.10
4561143213628040;1362804;CC  ;Y ;9.11.1987;NULL;8951.90;682.34
13629392;1362939;CK  ;Y ;15.7.1995;NULL;687.00;1703.20
13634293;1363429;SV  ;Y ;24.9.1990;NULL;169.38;171.90
13627182;1362718;CK  ;Y ;1.4.1995;NULL;692.10;702.56
13632343;1363234;SV  ;Y ;14.5.1988;NULL;139.94;918.39
4561143213628240;1362824;CC  ;Y ;23.9.1993;NULL;10593.21;959.72
13632092;1363209;CK  ;N ;3.2.1986;11.11.1995;462.90;86.21
13628603;1362860;SV  ;Y ;9.5.1994;NULL;2235.91;2100.68
13634143;1363414;SV  ;Y ;23.9.1992;NULL;991.56;1411.05
13626232;1362623;CK  ;N ;18.10.1993;17.1.1995;276.29;16.18
13625632;1362563;CK  ;N ;1.5.1992;15.5.1995;1025.99;490.56
13630352;1363035;CK  ;Y ;10.9.1995;NULL;157.50;253.21
13626202;1362620;CK  ;Y ;30.3.1994;NULL;4233.57;243.04
13629312;1362931;CK  ;Y ;23.9.1993;NULL;5591.93;713.56
13634213;1363421;SV  ;Y ;19.9.1988;NULL;191.77;197.64
4561143213634030;1363403;CC  ;Y ;8.11.1995;NULL;0.00;1900.00
13627352;1362735;CK  ;Y ;13.8.1995;NULL;2802.42;84.65
4561143213632640;1363264;CC  ;Y ;24.3.1994;NULL;51.69;1000.00
13630922;1363092;CK  ;Y ;6.2.1995;NULL;171.80;38.20
4561143213630130;1363013;CC  ;Y ;26.10.1994;NULL;844.10;1000.00
13633712;1363371;CK  ;Y ;30.5.1991;NULL;2788.06;54.50
4561143213631230;1363123;CC  ;Y ;25.2.1994;NULL;1766.88;2800.00
13632012;1363201;CK  ;Y ;23.4.1995;NULL;1194.44;777.16
13625252;1362525;CK  ;Y ;28.3.1992;NULL;256.46;95.53
13625003;1362500;SV  ;Y ;8.12.1995;NULL;330.98;335.99
13629703;1362970;SV  ;Y ;8.7.1995;NULL;273.94;278.07
4561143213626930;1362693;CC  ;Y ;25.6.1995;NULL;0.00;1000.00
13626422;1362642;CK  ;Y ;17.8.1994;NULL;131.46;112.61
4561143213634000;1363400;CC  ;Y ;21.7.1994;NULL;3293.54;2186.72
4561143213626210;1362621;CC  ;Y ;21.11.1995;NULL;0.00;1000.00
4561143213630370;1363037;CC  ;Y ;12.11.1995;NULL;0.00;1000.00
4561143213634200;1363420;CC  ;Y ;11.9.1993;NULL;125.33;1011.20
4561143213630430;1363043;CC  ;Y ;4.10.1994;NULL;471.22;1000.00
13634752;1363475;CK  ;Y ;27.4.1993;NULL;403.91;136.95
4561143213626440;1362644;CC  ;Y ;6.7.1991;NULL;224.15;463.65
13632842;1363284;CK  ;Y ;25.3.1994;NULL;420.57;946.08
4561143213630100;1363010;CC  ;Y ;9.9.1992;NULL;29.12;648.51
13629503;1362950;SV  ;Y ;21.12.1995;NULL;658.26;1545.22
13625112;1362511;CK  ;Y ;18.11.1993;NULL;189.23;11.84
13629362;1362936;CK  ;Y ;3.11.1994;NULL;173.72;109.31
4561143213633850;1363385;CC  ;Y ;15.3.1988;NULL;834.47;0.00
13631002;1363100;CK  ;Y ;12.12.1993;NULL;2554.44;39.16
4561143213627520;1362752;CC  ;N ;9.10.1994;2.4.1995;2302.14;0.00
13633452;1363345;CK  ;Y ;11.7.1994;NULL;312.71;2345.06
13627402;1362740;CK  ;Y ;15.8.1995;NULL;1237.41;562.27
13629913;1362991;SV  ;Y ;16.12.1991;NULL;154.65;369.81
13627663;1362766;SV  ;Y ;29.11.1990;NULL;11352.93;22432.78
13627372;1362737;CK  ;Y ;2.4.1994;NULL;690.88;195.13
4561143213634570;1363457;CC  ;Y ;23.4.1988;NULL;3028.68;4626.88
13627432;1362743;CK  ;Y ;11.4.1995;NULL;2516.33;1736.57
13625162;1362516;CK  ;Y ;25.10.1995;NULL;3791.17;3291.88
4561143213627540;1362754;CC  ;Y ;11.1.1990;NULL;74.35;0.00
4561143213631080;1363108;CC  ;Y ;30.6.1994;NULL;1149.32;458.67
13626563;1362656;SV  ;Y ;11.7.1993;NULL;121.00;367.80
4561143213625660;1362566;CC  ;N ;8.2.1993;19.12.1995;4801.23;20.00
4561143213633870;1363387;CC  ;Y ;18.9.1990;NULL;857.38;1000.00
13632982;1363298;CK  ;N ;17.9.1993;23.12.1995;7460.23;170.04
13629293;1362929;SV  ;Y ;8.5.1995;NULL;1229.27;1535.83
4561143213629390;1362939;CC  ;Y ;14.1.1994;NULL;5484.95;772.03
13631583;1363158;SV  ;Y ;6.7.1995;NULL;773.98;1917.72
4561143213627180;1362718;CC  ;Y ;17.12.1994;NULL;1928.33;78.80
4561143213630880;1363088;CC  ;Y ;21.1.1991;NULL;189.64;739.86
13634332;1363433;CK  ;Y ;8.6.1993;NULL;2529.78;1155.25
4561143213625970;1362597;CC  ;Y ;1.10.1993;NULL;939.06;442.72
13630222;1363022;CK  ;Y ;12.8.1994;NULL;312.18;1184.76
13628833;1362883;SV  ;Y ;3.2.1994;NULL;702.27;149.74
13625862;1362586;CK  ;Y ;21.10.1995;NULL;167.76;260.70
4561143213626090;1362609;CC  ;Y ;20.7.1992;NULL;1775.07;3000.00
13628152;1362815;CK  ;Y ;4.3.1994;NULL;2778.26;816.60
13630253;1363025;SV  ;N ;30.8.1990;4.3.1995;711.18;3136.90
4561143213630350;1363035;CC  ;Y ;19.8.1995;NULL;0.00;0.00
4561143213627460;1362746;CC  ;Y ;29.5.1992;NULL;1037.11;1000.00
13628803;1362880;SV  ;Y ;1.11.1992;NULL;232.19;551.31
13624963;1362496;SV  ;Y ;7.12.1994;NULL;247.34;251.06
13629933;1362993;SV  ;Y ;6.3.1995;NULL;147.68;435.70
13632122;1363212;CK  ;Y ;13.3.1993;NULL;201.12;16.9
13629823;1362982;SV  ;Y ;14.11.1989;NULL;2167.79;3313.65
4561143213625690;1362569;CC  ;Y ;6.12.1995;NULL;0.00;9200.00
13627253;1362725;SV  ;Y ;30.1.1995;NULL;17303.42;16095.50
13628172;1362817;CK  ;Y ;18.11.1994;NULL;218.20;219.60
13629382;1362938;CK  ;N ;19.11.1994;11.9.1995;2677.70;417.89
13633923;1363392;SV  ;Y ;8.11.1993;NULL;109.05;241.59
13630672;1363067;CK  ;Y ;26.9.1994;NULL;238.18;0.00
4561143213631030;1363103;CC  ;N ;4.10.1992;18.7.1995;2007.57;513.06
4561143213625250;1362525;CC  ;Y ;20.4.1992;NULL;2901.68;1051.01
13625052;1362505;CK  ;Y ;11.3.1994;NULL;125.36;11.70
4561143213626420;1362642;CC  ;Y ;11.5.1993;NULL;771.16;1000.00
4561143213625300;1362530;CC  ;Y ;17.8.1993;NULL;597.23;2000.00
13632713;1363271;SV  ;Y ;25.4.1994;NULL;284.06;678.94
13631993;1363199;SV  ;Y ;2.3.1994;NULL;118.45;251.39
4561143213634750;1363475;CC  ;Y ;7.8.1993;NULL;3502.43;727.20
13632822;1363282;CK  ;Y ;5.3.1988;NULL;133.90;84.18
13628483;1362848;SV  ;Y ;7.8.1990;NULL;5265.17;4844.42
13628872;1362887;CK  ;Y ;22.3.1993;NULL;1385.16;2427.18
4561143213632840;1363284;CC  ;Y ;21.7.1990;NULL;832.94;965.92
13627613;1362761;SV  ;Y ;28.3.1994;NULL;775.55;490.67
13632282;1363228;CK  ;Y ;10.4.1995;NULL;355.61;206.69
13629263;1362926;SV  ;Y ;3.11.1990;NULL;131.22;1230.28
4561143213629360;1362936;CC  ;Y ;25.1.1995;NULL;0.00;244.47
13631752;1363175;CK  ;Y ;26.3.1994;NULL;340.48;13.51
4561143213633450;1363345;CC  ;Y ;28.8.1994;NULL;2406.56;2700.00
13627273;1362727;SV  ;Y ;16.4.1995;NULL;8996.64;9132.52
13625553;1362555;SV  ;Y ;14.5.1993;NULL;411.52;260.59
13631503;1363150;SV  ;Y ;9.9.1991;NULL;234.29;370.22
4561143213627370;1362737;CC  ;Y ;9.10.1995;NULL;0.00;6600.00
13625682;1362568;CK  ;Y ;26.9.1995;NULL;4273.62;221.30
4561143213627430;1362743;CC  ;Y ;9.10.1995;NULL;0.00;3000.00
4561143213626060;1362606;CC  ;Y ;5.5.1995;NULL;0.00;1232.96
13629972;1362997;CK  ;Y ;28.11.1993;NULL;229.36;222.05
13624843;1362484;SV  ;Y ;2.1.1993;NULL;194.76;2122.17
13631263;1363126;SV  ;Y ;1.5.1995;NULL;951.62;3138.91
4561143213632910;1363291;CC  ;Y ;4.6.1995;NULL;0.00;5014.14
13632763;1363276;SV  ;Y ;26.3.1995;NULL;812.36;2037.38
13633562;1363356;CK  ;Y ;24.12.1995;NULL;2670.21;10.33
13628353;1362835;SV  ;Y ;31.3.1989;NULL;2030.24;2060.90
13625573;1362557;SV  ;Y ;9.10.1995;NULL;697.92;68.86
13625462;1362546;CK  ;Y ;19.2.1990;NULL;2657.17;84.83
4561143213626980;1362698;CC  ;Y ;27.11.1993;NULL;2152.86;2500.00
13628943;1362894;SV  ;Y ;3.2.1990;NULL;2013.26;360.28
13629332;1362933;CK  ;Y ;6.10.1991;NULL;119.13;215.13
13630022;1363002;CK  ;Y ;9.9.1991;NULL;391.16;1137.89
13629093;1362909;SV  ;Y ;30.5.1993;NULL;1132.28;1149.38
13633532;1363353;CK  ;Y ;23.6.1989;NULL;4993.96;13.96
13628373;1362837;SV  ;Y ;13.6.1995;NULL;169.90;545.76
13627222;1362722;CK  ;Y ;21.7.1995;NULL;6217.18;696.51
4561143213632960;1363296;CC  ;Y ;28.6.1991;NULL;520.97;1001.67
13630603;1363060;SV  ;Y ;3.11.1990;NULL;675.99;1441.88
13628433;1362843;SV  ;Y ;2.8.1986;NULL;282.11;224.72
13629612;1362961;CK  ;N ;31.5.1994;3.3.1995;2541.98;413.73
13632232;1363223;CK  ;Y ;13.6.1992;NULL;4997.67;1839.28
13625132;1362513;CK  ;Y ;26.11.1995;NULL;266.76;661.68
13628103;1362810;SV  ;Y ;25.12.1993;NULL;183.59;731.50
13626752;1362675;CK  ;Y ;29.5.1992;NULL;2793.52;2009.72
13630042;1363004;CK  ;Y ;20.9.1992;NULL;299.35;644.11
4561143213632120;1363212;CC  ;Y ;6.4.1990;NULL;1885.71;3000.00
4561143213632290;1363229;CC  ;Y ;11.6.1993;NULL;989.45;1143.13
4561143213628170;1362817;CC  ;Y ;11.2.1987;NULL;206.66;1000.00
13634933;1363493;SV  ;N ;8.6.1993;19.7.1995;331.18;553.61
13627053;1362705;SV  ;Y ;2.12.1995;NULL;221.12;1415.16
13630113;1363011;SV  ;Y ;20.10.1990;NULL;1470.91;1387.58
13631933;1363193;SV  ;Y ;19.10.1992;NULL;282.76;598.57
13634823;1363482;SV  ;Y ;24.7.1989;NULL;121.85;486.40
13634952;1363495;CK  ;Y ;27.9.1995;NULL;2605.49;178.50
13632422;1363242;CK  ;N ;18.2.1994;7.5.1995;319.66;936.51
13634903;1363490;SV  ;Y ;27.11.1994;NULL;2267.29;2301.53
13631213;1363121;SV  ;Y ;8.4.1992;NULL;120.94;122.74
4561143213632820;1363282;CC  ;Y ;12.1.1988;NULL;46.42;272.69
4561143213629750;1362975;CC  ;Y ;27.1.1989;NULL;556.10;525.50
13631823;1363182;SV  ;Y ;28.11.1995;NULL;3136.49;753.69
13634382;1363438;CK  ;Y ;16.5.1995;NULL;138.08;254.88
13632082;1363208;CK  ;Y ;16.5.1995;NULL;100.59;59.37
13626772;1362677;CK  ;Y ;10.2.1994;NULL;110.59;385.66
13631382;1363138;CK  ;Y ;17.2.1993;NULL;103.39;15.52
13632513;1363251;SV  ;Y ;11.9.1994;NULL;5003.60;5059.46
4561143213631750;1363175;CC  ;Y ;30.11.1994;NULL;2179.20;1148.45
13630813;1363081;SV  ;Y ;6.8.1994;NULL;323.49;765.22
13627672;1362767;CK  ;Y ;21.2.1993;NULL;235.40;193.12
4561143213634550;1363455;CC  ;Y ;19.11.1995;NULL;0.00;5192.98
13628322;1362832;CK  ;Y ;11.10.1995;NULL;838.43;49.08
4561143213626900;1362690;CC  ;Y ;18.10.1994;NULL;86.09;1200.00
4561143213625680;1362568;CC  ;Y ;3.2.1995;NULL;0.00;0.00
13626572;1362657;CK  ;Y ;7.6.1989;NULL;148.78;22.1
4561143213633560;1363356;CC  ;Y ;11.3.1991;NULL;482.15;1000.00
4561143213630400;1363040;CC  ;Y ;2.6.1995;NULL;0.00;1900.00
13631972;1363197;CK  ;Y ;10.10.1993;NULL;2696.67;158.09
13626583;1362658;SV  ;Y ;21.2.1991;NULL;235.06;238.62
